id,<=3,Ejercicio,O1,O2,O3,O4,O5,Respuesta,W1,W2,W3,W4,Contenido,Molde,Or_Dificultad,Dificultad,Habilidad,aux_n1,aux_n2,aux_n3,aux_n4,aux_n5,aux_n6,aux_n7,aux_n8,aux_n9,aux_n10,aux_n11,aux_n12,aux_n13,aux_n14,aux_n15,aux_n16,aux_n17,aux_n18,aux_n19,aux_n20,aux_n21,aux_n22,aux_n23,aux_n24,aux_n25,aux_n26,aux_n27,aux_n28,aux_n29,aux_n30,aux_n31,aux_n32,aux_n33,aux_n34,aux_n35,aux_n36,aux_n37,aux_n38,aux_n39,aux_n40,aux_n41,aux_n42,3,4,5,6,7,8,9,10,excercise_id,
76,,Suponiendo que Juan tiene `Y` pesos. Se sabe que Paula tiene `248` pesos más que Juan. Además Tomás tiene el doble de dinero que Paula. Exprese en lenguaje algebraico la cantidad de dinero que tiene Carolina si ella tiene `377` pesos menos que Tomás. ,,,,,,`2 · (Y + 248) - 377`,`(Y + 248)`,`2 · (Y + 248 - 377)`,`2 · (Y - 377)`,`2 · (Y + 377)`,9,C,0.166666667,458.3333333,Analizar,el doble,248,377,Juan,Pedro,Pablo,Juan,Paula,Isabel,Maria,Paula,Tomás,Benjamín,Andrés,Tomás,Carolina,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,
77,,Suponiendo que Juan tiene `Y` pesos. Se sabe que Isabel tiene `339` pesos más que Juan. Además Benjamín tiene el doble de dinero que Isabel. Exprese en lenguaje algebraico la cantidad de dinero que tiene Sofia si ella tiene `385` pesos menos que Benjamín. ,,,,,,`2 · (Y + 339) - 385`,`(Y + 339)`,`2 · (Y + 339 - 385)`,`2 · (Y - 385)`,`2 · (Y + 385)`,9,C,0.166666667,458.3333333,Analizar,el doble,339,385,Juan,Pedro,Pablo,Juan,Isabel,Isabel,Maria,Paula,Benjamín,Benjamín,Andrés,Tomás,Sofia,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,
78,,Suponiendo que Pedro tiene `Y` pesos. Se sabe que Paula tiene `428` pesos más que Pedro. Además Andrés tiene el doble de dinero que Paula. Exprese en lenguaje algebraico la cantidad de dinero que tiene Sofia si ella tiene `407` pesos menos que Andrés. ,,,,,,`2 · (Y + 428) - 407`,`(Y + 428)`,`2 · (Y + 428 - 407)`,`2 · (Y - 407)`,`2 · (Y + 407)`,9,C,0.166666667,458.3333333,Analizar,el doble,428,407,Pedro,Pedro,Pablo,Juan,Paula,Isabel,Maria,Paula,Andrés,Benjamín,Andrés,Tomás,Sofia,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,
79,,Suponiendo que Pablo tiene `Y` pesos. Se sabe que Isabel tiene `231` pesos más que Pablo. Además Benjamín tiene el doble de dinero que Isabel. Exprese en lenguaje algebraico la cantidad de dinero que tiene Ximena si ella tiene `439` pesos menos que Benjamín. ,,,,,,`2 · (Y + 231) - 439`,`(Y + 231)`,`2 · (Y + 231 - 439)`,`2 · (Y - 439)`,`2 · (Y + 439)`,9,C,0.166666667,458.3333333,Analizar,el doble,231,439,Pablo,Pedro,Pablo,Juan,Isabel,Isabel,Maria,Paula,Benjamín,Benjamín,Andrés,Tomás,Ximena,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,
80,,Suponiendo que Juan tiene `Y` pesos. Se sabe que Isabel tiene `468` pesos más que Juan. Además Tomás tiene el doble de dinero que Isabel. Exprese en lenguaje algebraico la cantidad de dinero que tiene Carolina si ella tiene `220` pesos menos que Tomás. ,,,,,,`2 · (Y + 468) - 220`,`(Y + 468)`,`2 · (Y + 468 - 220)`,`2 · (Y - 220)`,`2 · (Y + 220)`,9,C,0.166666667,458.3333333,Analizar,el doble,468,220,Juan,Pedro,Pablo,Juan,Isabel,Isabel,Maria,Paula,Tomás,Benjamín,Andrés,Tomás,Carolina,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,
81,,Suponiendo que Pablo tiene `Y` pesos. Se sabe que Isabel tiene `258` pesos más que Pablo. Además Benjamín tiene el triple de dinero que Isabel. Exprese en lenguaje algebraico la cantidad de dinero que tiene Ximena si ella tiene `185` pesos menos que Benjamín. ,,,,,,`3 · (Y + 258) - 185`,`(Y + 258)`,`3 · (Y + 258 - 185)`,`3 · (Y - 185)`,`3 · (Y + 185)`,9,C,0.333333333,566.6666667,Analizar,el triple,258,185,Pablo,Pedro,Pablo,Juan,Isabel,Isabel,Maria,Paula,Benjamín,Benjamín,Andrés,Tomás,Ximena,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,
82,,Suponiendo que Pedro tiene `Y` pesos. Se sabe que Maria tiene `147` pesos más que Pedro. Además Benjamín tiene el triple de dinero que Maria. Exprese en lenguaje algebraico la cantidad de dinero que tiene Sofia si ella tiene `176` pesos menos que Benjamín. ,,,,,,`3 · (Y + 147) - 176`,`(Y + 147)`,`3 · (Y + 147 - 176)`,`3 · (Y - 176)`,`3 · (Y + 176)`,9,C,0.333333333,566.6666667,Analizar,el triple,147,176,Pedro,Pedro,Pablo,Juan,Maria,Isabel,Maria,Paula,Benjamín,Benjamín,Andrés,Tomás,Sofia,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,
83,,Suponiendo que Juan tiene `Y` pesos. Se sabe que Maria tiene `205` pesos más que Juan. Además Tomás tiene el triple de dinero que Maria. Exprese en lenguaje algebraico la cantidad de dinero que tiene Ximena si ella tiene `256` pesos menos que Tomás. ,,,,,,`3 · (Y + 205) - 256`,`(Y + 205)`,`3 · (Y + 205 - 256)`,`3 · (Y - 256)`,`3 · (Y + 256)`,9,C,0.333333333,566.6666667,Analizar,el triple,205,256,Juan,Pedro,Pablo,Juan,Maria,Isabel,Maria,Paula,Tomás,Benjamín,Andrés,Tomás,Ximena,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,
84,,Suponiendo que Pedro tiene `Y` pesos. Se sabe que Isabel tiene `447` pesos más que Pedro. Además Benjamín tiene el triple de dinero que Isabel. Exprese en lenguaje algebraico la cantidad de dinero que tiene Ximena si ella tiene `343` pesos menos que Benjamín. ,,,,,,`3 · (Y + 447) - 343`,`(Y + 447)`,`3 · (Y + 447 - 343)`,`3 · (Y - 343)`,`3 · (Y + 343)`,9,C,0.333333333,566.6666667,Analizar,el triple,447,343,Pedro,Pedro,Pablo,Juan,Isabel,Isabel,Maria,Paula,Benjamín,Benjamín,Andrés,Tomás,Ximena,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,
85,,Suponiendo que Juan tiene `Y` pesos. Se sabe que Paula tiene `283` pesos más que Juan. Además Andrés tiene el triple de dinero que Paula. Exprese en lenguaje algebraico la cantidad de dinero que tiene Ximena si ella tiene `223` pesos menos que Andrés. ,,,,,,`3 · (Y + 283) - 223`,`(Y + 283)`,`3 · (Y + 283 - 223)`,`3 · (Y - 223)`,`3 · (Y + 223)`,9,C,0.333333333,566.6666667,Analizar,el triple,283,223,Juan,Pedro,Pablo,Juan,Paula,Isabel,Maria,Paula,Andrés,Benjamín,Andrés,Tomás,Ximena,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,
86,,Suponiendo que Pedro tiene `Y` pesos. Se sabe que Maria tiene `240` pesos más que Pedro. Además Andrés tiene el triple de dinero que Maria. Exprese en lenguaje algebraico la cantidad de dinero que tiene Carolina si ella tiene `336` pesos menos que Andrés. ,,,,,,`3 · (Y + 240) - 336`,`(Y + 240)`,`3 · (Y + 240 - 336)`,`3 · (Y - 336)`,`3 · (Y + 336)`,9,C,0.333333333,566.6666667,Analizar,el triple,240,336,Pedro,Pedro,Pablo,Juan,Maria,Isabel,Maria,Paula,Andrés,Benjamín,Andrés,Tomás,Carolina,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,
87,,Suponiendo que Pablo tiene `Y` pesos. Se sabe que Paula tiene `430` pesos más que Pablo. Además Tomás tiene el triple de dinero que Paula. Exprese en lenguaje algebraico la cantidad de dinero que tiene Sofia si ella tiene `140` pesos menos que Tomás. ,,,,,,`3 · (Y + 430) - 140`,`(Y + 430)`,`3 · (Y + 430 - 140)`,`3 · (Y - 140)`,`3 · (Y + 140)`,9,C,0.333333333,566.6666667,Analizar,el triple,430,140,Pablo,Pedro,Pablo,Juan,Paula,Isabel,Maria,Paula,Tomás,Benjamín,Andrés,Tomás,Sofia,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,
88,,Suponiendo que Pedro tiene `Y` pesos. Se sabe que Paula tiene `190` pesos más que Pedro. Además Tomás tiene el triple de dinero que Paula. Exprese en lenguaje algebraico la cantidad de dinero que tiene Carolina si ella tiene `489` pesos menos que Tomás. ,,,,,,`3 · (Y + 190) - 489`,`(Y + 190)`,`3 · (Y + 190 - 489)`,`3 · (Y - 489)`,`3 · (Y + 489)`,9,C,0.333333333,566.6666667,Analizar,el triple,190,489,Pedro,Pedro,Pablo,Juan,Paula,Isabel,Maria,Paula,Tomás,Benjamín,Andrés,Tomás,Carolina,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,
89,,Suponiendo que Pablo tiene `Y` pesos. Se sabe que Paula tiene `140` pesos más que Pablo. Además Tomás tiene el triple de dinero que Paula. Exprese en lenguaje algebraico la cantidad de dinero que tiene Ximena si ella tiene `182` pesos menos que Tomás. ,,,,,,`3 · (Y + 140) - 182`,`(Y + 140)`,`3 · (Y + 140 - 182)`,`3 · (Y - 182)`,`3 · (Y + 182)`,9,C,0.333333333,566.6666667,Analizar,el triple,140,182,Pablo,Pedro,Pablo,Juan,Paula,Isabel,Maria,Paula,Tomás,Benjamín,Andrés,Tomás,Ximena,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,
90,,Suponiendo que Pablo tiene `Y` pesos. Se sabe que Paula tiene `300` pesos más que Pablo. Además Tomás tiene el triple de dinero que Paula. Exprese en lenguaje algebraico la cantidad de dinero que tiene Carolina si ella tiene `315` pesos menos que Tomás. ,,,,,,`3 · (Y + 300) - 315`,`(Y + 300)`,`3 · (Y + 300 - 315)`,`3 · (Y - 315)`,`3 · (Y + 315)`,9,C,0.333333333,566.6666667,Analizar,el triple,300,315,Pablo,Pedro,Pablo,Juan,Paula,Isabel,Maria,Paula,Tomás,Benjamín,Andrés,Tomás,Carolina,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,
91,,Suponiendo que Pedro tiene `Y` pesos. Se sabe que Isabel tiene `253` pesos más que Pedro. Además Benjamín tiene el quíntuple de dinero que Isabel. Exprese en lenguaje algebraico la cantidad de dinero que tiene Ximena si ella tiene `500` pesos menos que Benjamín. ,,,,,,`5 · (Y + 253) - 500`,`(Y + 253)`,`5 · (Y + 253 - 500)`,`5 · (Y - 500)`,`5 · (Y + 500)`,9,C,0.5,675,Analizar,el quíntuple,253,500,Pedro,Pedro,Pablo,Juan,Isabel,Isabel,Maria,Paula,Benjamín,Benjamín,Andrés,Tomás,Ximena,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,
92,,Suponiendo que Juan tiene `Y` pesos. Se sabe que Maria tiene `446` pesos más que Juan. Además Tomás tiene el quíntuple de dinero que Maria. Exprese en lenguaje algebraico la cantidad de dinero que tiene Sofia si ella tiene `221` pesos menos que Tomás. ,,,,,,`5 · (Y + 446) - 221`,`(Y + 446)`,`5 · (Y + 446 - 221)`,`5 · (Y - 221)`,`5 · (Y + 221)`,9,C,0.5,675,Analizar,el quíntuple,446,221,Juan,Pedro,Pablo,Juan,Maria,Isabel,Maria,Paula,Tomás,Benjamín,Andrés,Tomás,Sofia,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,
93,,Suponiendo que Pedro tiene `Y` pesos. Se sabe que Maria tiene `180` pesos más que Pedro. Además Andrés tiene el quíntuple de dinero que Maria. Exprese en lenguaje algebraico la cantidad de dinero que tiene Ximena si ella tiene `113` pesos menos que Andrés. ,,,,,,`5 · (Y + 180) - 113`,`(Y + 180)`,`5 · (Y + 180 - 113)`,`5 · (Y - 113)`,`5 · (Y + 113)`,9,C,0.5,675,Analizar,el quíntuple,180,113,Pedro,Pedro,Pablo,Juan,Maria,Isabel,Maria,Paula,Andrés,Benjamín,Andrés,Tomás,Ximena,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,
94,,Suponiendo que Juan tiene `Y` pesos. Se sabe que Isabel tiene `113` pesos más que Juan. Además Tomás tiene el quíntuple de dinero que Isabel. Exprese en lenguaje algebraico la cantidad de dinero que tiene Ximena si ella tiene `203` pesos menos que Tomás. ,,,,,,`5 · (Y + 113) - 203`,`(Y + 113)`,`5 · (Y + 113 - 203)`,`5 · (Y - 203)`,`5 · (Y + 203)`,9,C,0.5,675,Analizar,el quíntuple,113,203,Juan,Pedro,Pablo,Juan,Isabel,Isabel,Maria,Paula,Tomás,Benjamín,Andrés,Tomás,Ximena,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,
95,,Suponiendo que Pablo tiene `Y` pesos. Se sabe que Maria tiene `144` pesos más que Pablo. Además Andrés tiene el quíntuple de dinero que Maria. Exprese en lenguaje algebraico la cantidad de dinero que tiene Sofia si ella tiene `274` pesos menos que Andrés. ,,,,,,`5 · (Y + 144) - 274`,`(Y + 144)`,`5 · (Y + 144 - 274)`,`5 · (Y - 274)`,`5 · (Y + 274)`,9,C,0.5,675,Analizar,el quíntuple,144,274,Pablo,Pedro,Pablo,Juan,Maria,Isabel,Maria,Paula,Andrés,Benjamín,Andrés,Tomás,Sofia,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,
96,,Suponiendo que Juan tiene `Y` pesos. Se sabe que Paula tiene `323` pesos más que Juan. Además Benjamín tiene el quíntuple de dinero que Paula. Exprese en lenguaje algebraico la cantidad de dinero que tiene Carolina si ella tiene `311` pesos menos que Benjamín. ,,,,,,`5 · (Y + 323) - 311`,`(Y + 323)`,`5 · (Y + 323 - 311)`,`5 · (Y - 311)`,`5 · (Y + 311)`,9,C,0.5,675,Analizar,el quíntuple,323,311,Juan,Pedro,Pablo,Juan,Paula,Isabel,Maria,Paula,Benjamín,Benjamín,Andrés,Tomás,Carolina,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,
97,,Suponiendo que Pablo tiene `Y` pesos. Se sabe que Maria tiene `407` pesos más que Pablo. Además Tomás tiene el quíntuple de dinero que Maria. Exprese en lenguaje algebraico la cantidad de dinero que tiene Sofia si ella tiene `284` pesos menos que Tomás. ,,,,,,`5 · (Y + 407) - 284`,`(Y + 407)`,`5 · (Y + 407 - 284)`,`5 · (Y - 284)`,`5 · (Y + 284)`,9,C,0.5,675,Analizar,el quíntuple,407,284,Pablo,Pedro,Pablo,Juan,Maria,Isabel,Maria,Paula,Tomás,Benjamín,Andrés,Tomás,Sofia,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,
98,,Suponiendo que Pedro tiene `Y` pesos. Se sabe que Paula tiene `346` pesos más que Pedro. Además Tomás tiene el quíntuple de dinero que Paula. Exprese en lenguaje algebraico la cantidad de dinero que tiene Sofia si ella tiene `293` pesos menos que Tomás. ,,,,,,`5 · (Y + 346) - 293`,`(Y + 346)`,`5 · (Y + 346 - 293)`,`5 · (Y - 293)`,`5 · (Y + 293)`,9,C,0.5,675,Analizar,el quíntuple,346,293,Pedro,Pedro,Pablo,Juan,Paula,Isabel,Maria,Paula,Tomás,Benjamín,Andrés,Tomás,Sofia,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,
99,,Suponiendo que Pedro tiene `Y` pesos. Se sabe que Maria tiene `177` pesos más que Pedro. Además Andrés tiene el quíntuple de dinero que Maria. Exprese en lenguaje algebraico la cantidad de dinero que tiene Sofia si ella tiene `403` pesos menos que Andrés. ,,,,,,`5 · (Y + 177) - 403`,`(Y + 177)`,`5 · (Y + 177 - 403)`,`5 · (Y - 403)`,`5 · (Y + 403)`,9,C,0.5,675,Analizar,el quíntuple,177,403,Pedro,Pedro,Pablo,Juan,Maria,Isabel,Maria,Paula,Andrés,Benjamín,Andrés,Tomás,Sofia,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,
100,,Suponiendo que Juan tiene `Y` pesos. Se sabe que Isabel tiene `311` pesos más que Juan. Además Andrés tiene el quíntuple de dinero que Isabel. Exprese en lenguaje algebraico la cantidad de dinero que tiene Sofia si ella tiene `344` pesos menos que Andrés. ,,,,,,`5 · (Y + 311) - 344`,`(Y + 311)`,`5 · (Y + 311 - 344)`,`5 · (Y - 344)`,`5 · (Y + 344)`,9,C,0.5,675,Analizar,el quíntuple,311,344,Juan,Pedro,Pablo,Juan,Isabel,Isabel,Maria,Paula,Andrés,Benjamín,Andrés,Tomás,Sofia,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,
101,,Suponiendo que Pablo tiene `Y` pesos. Se sabe que Maria tiene `142` pesos más que Pablo. Además Benjamín tiene la mitad de dinero que Maria. Exprese en lenguaje algebraico la cantidad de dinero que tiene Sofia si ella tiene `344` pesos menos que Benjamín. ,,,,,,`(Y + 142)/2 - 344`,`(Y + 142)`,`(Y + 142 - 344)/2`,`(Y - 344)/2`,`(Y + 344)/2`,9,C,0.666666667,783.3333333,Analizar,la mitad,142,344,Pablo,Pedro,Pablo,Juan,Maria,Isabel,Maria,Paula,Benjamín,Benjamín,Andrés,Tomás,Sofia,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,
102,,Suponiendo que Pedro tiene `Y` pesos. Se sabe que Isabel tiene `244` pesos más que Pedro. Además Andrés tiene la mitad de dinero que Isabel. Exprese en lenguaje algebraico la cantidad de dinero que tiene Carolina si ella tiene `457` pesos menos que Andrés. ,,,,,,`(Y + 244)/2 - 457`,`(Y + 244)`,`(Y + 244 - 457)/2`,`(Y - 457)/2`,`(Y + 457)/2`,9,C,0.666666667,783.3333333,Analizar,la mitad,244,457,Pedro,Pedro,Pablo,Juan,Isabel,Isabel,Maria,Paula,Andrés,Benjamín,Andrés,Tomás,Carolina,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,
103,,Suponiendo que Pedro tiene `Y` pesos. Se sabe que Isabel tiene `294` pesos más que Pedro. Además Benjamín tiene la mitad de dinero que Isabel. Exprese en lenguaje algebraico la cantidad de dinero que tiene Sofia si ella tiene `479` pesos menos que Benjamín. ,,,,,,`(Y + 294)/2 - 479`,`(Y + 294)`,`(Y + 294 - 479)/2`,`(Y - 479)/2`,`(Y + 479)/2`,9,C,0.666666667,783.3333333,Analizar,la mitad,294,479,Pedro,Pedro,Pablo,Juan,Isabel,Isabel,Maria,Paula,Benjamín,Benjamín,Andrés,Tomás,Sofia,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,
104,,Suponiendo que Juan tiene `Y` pesos. Se sabe que Maria tiene `439` pesos más que Juan. Además Andrés tiene la mitad de dinero que Maria. Exprese en lenguaje algebraico la cantidad de dinero que tiene Sofia si ella tiene `204` pesos menos que Andrés. ,,,,,,`(Y + 439)/2 - 204`,`(Y + 439)`,`(Y + 439 - 204)/2`,`(Y - 204)/2`,`(Y + 204)/2`,9,C,0.666666667,783.3333333,Analizar,la mitad,439,204,Juan,Pedro,Pablo,Juan,Maria,Isabel,Maria,Paula,Andrés,Benjamín,Andrés,Tomás,Sofia,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,
105,,Suponiendo que Pedro tiene `Y` pesos. Se sabe que Paula tiene `114` pesos más que Pedro. Además Andrés tiene la mitad de dinero que Paula. Exprese en lenguaje algebraico la cantidad de dinero que tiene Ximena si ella tiene `371` pesos menos que Andrés. ,,,,,,`(Y + 114)/2 - 371`,`(Y + 114)`,`(Y + 114 - 371)/2`,`(Y - 371)/2`,`(Y + 371)/2`,9,C,0.666666667,783.3333333,Analizar,la mitad,114,371,Pedro,Pedro,Pablo,Juan,Paula,Isabel,Maria,Paula,Andrés,Benjamín,Andrés,Tomás,Ximena,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,
106,,Suponiendo que Pedro tiene `Y` pesos. Se sabe que Isabel tiene `171` pesos más que Pedro. Además Andrés tiene la mitad de dinero que Isabel. Exprese en lenguaje algebraico la cantidad de dinero que tiene Ximena si ella tiene `317` pesos menos que Andrés. ,,,,,,`(Y + 171)/2 - 317`,`(Y + 171)`,`(Y + 171 - 317)/2`,`(Y - 317)/2`,`(Y + 317)/2`,9,C,0.666666667,783.3333333,Analizar,la mitad,171,317,Pedro,Pedro,Pablo,Juan,Isabel,Isabel,Maria,Paula,Andrés,Benjamín,Andrés,Tomás,Ximena,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,
107,,Suponiendo que Juan tiene `Y` pesos. Se sabe que Maria tiene `413` pesos más que Juan. Además Andrés tiene la mitad de dinero que Maria. Exprese en lenguaje algebraico la cantidad de dinero que tiene Sofia si ella tiene `140` pesos menos que Andrés. ,,,,,,`(Y + 413)/2 - 140`,`(Y + 413)`,`(Y + 413 - 140)/2`,`(Y - 140)/2`,`(Y + 140)/2`,9,C,0.666666667,783.3333333,Analizar,la mitad,413,140,Juan,Pedro,Pablo,Juan,Maria,Isabel,Maria,Paula,Andrés,Benjamín,Andrés,Tomás,Sofia,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,
108,,Suponiendo que Pablo tiene `Y` pesos. Se sabe que Isabel tiene `433` pesos más que Pablo. Además Tomás tiene la mitad de dinero que Isabel. Exprese en lenguaje algebraico la cantidad de dinero que tiene Ximena si ella tiene `326` pesos menos que Tomás. ,,,,,,`(Y + 433)/2 - 326`,`(Y + 433)`,`(Y + 433 - 326)/2`,`(Y - 326)/2`,`(Y + 326)/2`,9,C,0.666666667,783.3333333,Analizar,la mitad,433,326,Pablo,Pedro,Pablo,Juan,Isabel,Isabel,Maria,Paula,Tomás,Benjamín,Andrés,Tomás,Ximena,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,
109,,Suponiendo que Pablo tiene `Y` pesos. Se sabe que Paula tiene `454` pesos más que Pablo. Además Tomás tiene la mitad de dinero que Paula. Exprese en lenguaje algebraico la cantidad de dinero que tiene Ximena si ella tiene `331` pesos menos que Tomás. ,,,,,,`(Y + 454)/2 - 331`,`(Y + 454)`,`(Y + 454 - 331)/2`,`(Y - 331)/2`,`(Y + 331)/2`,9,C,0.666666667,783.3333333,Analizar,la mitad,454,331,Pablo,Pedro,Pablo,Juan,Paula,Isabel,Maria,Paula,Tomás,Benjamín,Andrés,Tomás,Ximena,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,
110,,Suponiendo que Juan tiene `Y` pesos. Se sabe que Paula tiene `186` pesos más que Juan. Además Andrés tiene la mitad de dinero que Paula. Exprese en lenguaje algebraico la cantidad de dinero que tiene Ximena si ella tiene `420` pesos menos que Andrés. ,,,,,,`(Y + 186)/2 - 420`,`(Y + 186)`,`(Y + 186 - 420)/2`,`(Y - 420)/2`,`(Y + 420)/2`,9,C,0.666666667,783.3333333,Analizar,la mitad,186,420,Juan,Pedro,Pablo,Juan,Paula,Isabel,Maria,Paula,Andrés,Benjamín,Andrés,Tomás,Ximena,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,
111,,Suponiendo que Juan tiene `Y` pesos. Se sabe que Paula tiene `399` pesos más que Juan. Además Andrés tiene un cuarto de dinero que Paula. Exprese en lenguaje algebraico la cantidad de dinero que tiene Sofia si ella tiene `450` pesos menos que Andrés. ,,,,,,`(Y + 399)/4 - 450`,`(Y + 399)`,`(Y + 399 - 450)/4`,`(Y - 450)/4`,`(Y + 450)/4`,9,C,0.833333333,891.6666667,Analizar,un cuarto,399,450,Juan,Pedro,Pablo,Juan,Paula,Isabel,Maria,Paula,Andrés,Benjamín,Andrés,Tomás,Sofia,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,
112,,Suponiendo que Pedro tiene `Y` pesos. Se sabe que Maria tiene `281` pesos más que Pedro. Además Benjamín tiene un cuarto de dinero que Maria. Exprese en lenguaje algebraico la cantidad de dinero que tiene Ximena si ella tiene `497` pesos menos que Benjamín. ,,,,,,`(Y + 281)/4 - 497`,`(Y + 281)`,`(Y + 281 - 497)/4`,`(Y - 497)/4`,`(Y + 497)/4`,9,C,0.833333333,891.6666667,Analizar,un cuarto,281,497,Pedro,Pedro,Pablo,Juan,Maria,Isabel,Maria,Paula,Benjamín,Benjamín,Andrés,Tomás,Ximena,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,
113,,Suponiendo que Pedro tiene `Y` pesos. Se sabe que Isabel tiene `185` pesos más que Pedro. Además Tomás tiene un cuarto de dinero que Isabel. Exprese en lenguaje algebraico la cantidad de dinero que tiene Ximena si ella tiene `181` pesos menos que Tomás. ,,,,,,`(Y + 185)/4 - 181`,`(Y + 185)`,`(Y + 185 - 181)/4`,`(Y - 181)/4`,`(Y + 181)/4`,9,C,0.833333333,891.6666667,Analizar,un cuarto,185,181,Pedro,Pedro,Pablo,Juan,Isabel,Isabel,Maria,Paula,Tomás,Benjamín,Andrés,Tomás,Ximena,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,
114,,Suponiendo que Pablo tiene `Y` pesos. Se sabe que Maria tiene `275` pesos más que Pablo. Además Tomás tiene un cuarto de dinero que Maria. Exprese en lenguaje algebraico la cantidad de dinero que tiene Ximena si ella tiene `243` pesos menos que Tomás. ,,,,,,`(Y + 275)/4 - 243`,`(Y + 275)`,`(Y + 275 - 243)/4`,`(Y - 243)/4`,`(Y + 243)/4`,9,C,0.833333333,891.6666667,Analizar,un cuarto,275,243,Pablo,Pedro,Pablo,Juan,Maria,Isabel,Maria,Paula,Tomás,Benjamín,Andrés,Tomás,Ximena,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,
115,,Suponiendo que Juan tiene `Y` pesos. Se sabe que Isabel tiene `180` pesos más que Juan. Además Tomás tiene un cuarto de dinero que Isabel. Exprese en lenguaje algebraico la cantidad de dinero que tiene Ximena si ella tiene `441` pesos menos que Tomás. ,,,,,,`(Y + 180)/4 - 441`,`(Y + 180)`,`(Y + 180 - 441)/4`,`(Y - 441)/4`,`(Y + 441)/4`,9,C,0.833333333,891.6666667,Analizar,un cuarto,180,441,Juan,Pedro,Pablo,Juan,Isabel,Isabel,Maria,Paula,Tomás,Benjamín,Andrés,Tomás,Ximena,Sofia,Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,
